장,조,내용
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),2. 회사의 이용제한이 정당한 경우에 회사는 이용제한으로 인하여 회원이 입은 손해를 배상하지 않습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제28조 (회원에 대한 서비스 이용제한),"3. 회사는 객관적으로 계정도용 피해가 우려되는 경우 또는 회원이 계속해서 1년 이상 위메이드 계정에 로그인하지 않거나 개별 게임 서비스를 이용하지 않는 휴면계정에 대해서는 회원정보의 보호 및 운영의 효율성을 위해 이용제한, 계정삭제 등 필요한 조치를 취할 수 있습니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제29조 (잠정조치로서의 이용제한),1. 회사는 다음 각 호에 해당하는 문제에 대한 조사가 완료될 때까지 계정을 정지할 수 있습니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제29조 (잠정조치로서의 이용제한),1. 회사는 다음 각 호에 해당하는 문제에 대한 조사가 완료될 때까지 계정을 정지할 수 있습니다.① 계정이 해킹 또는 도용 당하였다는 정당한 신고가 접수된 경우
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제29조 (잠정조치로서의 이용제한),"1. 회사는 다음 각 호에 해당하는 문제에 대한 조사가 완료될 때까지 계정을 정지할 수 있습니다.② 불법프로그램 사용자, 작업장 등 위법행위자로 합리적으로 의심되는 경우"
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제29조 (잠정조치로서의 이용제한),1. 회사는 다음 각 호에 해당하는 문제에 대한 조사가 완료될 때까지 계정을 정지할 수 있습니다.③ 그 밖에 위 각호에 준하는 사유로 계정의 잠정조치가 필요한 경우
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제29조 (잠정조치로서의 이용제한),"2. 제1항의 경우 회사는 조사가 완료된 후 게임서비스를 이용 기간에 비례하여 일정액을 지급하여 이용하는 회원에게 정지된 기간만큼 회원의 게임서비스 이용기간을 연장합니다. 다만, 제1항에 의한 위법행위자로 판명된 경우에는 그러하지 아니합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제30조 (이용제한의 사유와 절차),"1. 회사는 위반행위의 내용, 정도, 횟수, 결과 등 제반사정을 고려하여 이용제한이 이루어지는 구체적인 사유 및 절차를 운영정책으로 정합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제30조 (이용제한의 사유와 절차),2. 회사가 제28조에서 정한 이용제한을 하는 경우에는 회원에게 서면 또는 전자우편이나 게임 초기 화면 또는 게임서비스 홈페이지(www.lostsaga.com)에 게재하는 방법으로 각 호의 사항을 회원에게 통보합니다.
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제30조 (이용제한의 사유와 절차),2. 회사가 제28조에서 정한 이용제한을 하는 경우에는 회원에게 서면 또는 전자우편이나 게임 초기 화면 또는 게임서비스 홈페이지(www.lostsaga.com)에 게재하는 방법으로 각 호의 사항을 회원에게 통보합니다.① 이용제한 사유
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제30조 (이용제한의 사유와 절차),2. 회사가 제28조에서 정한 이용제한을 하는 경우에는 회원에게 서면 또는 전자우편이나 게임 초기 화면 또는 게임서비스 홈페이지(www.lostsaga.com)에 게재하는 방법으로 각 호의 사항을 회원에게 통보합니다.② 이용제한 유형 및 기간
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제30조 (이용제한의 사유와 절차),2. 회사가 제28조에서 정한 이용제한을 하는 경우에는 회원에게 서면 또는 전자우편이나 게임 초기 화면 또는 게임서비스 홈페이지(www.lostsaga.com)에 게재하는 방법으로 각 호의 사항을 회원에게 통보합니다.③ 이용제한에 대한 이의신청 방법
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제31조 (이용제한에 대한 이의신청 절차),"1. 회원이 회사의 이용제한에 불복하고자 할 때에는 통보를 받은 날로부터 15일 이내에 회사의 이용제한에 불복하는 이유를 기재한 이의신청서를 서면, 전자우편 또는 이에 준하는 방법으로 회사에 제출하여야 합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제31조 (이용제한에 대한 이의신청 절차),"2. 제1항의 이의신청서를 접수한 회사는 접수한 날로부터 15일 이내에 회원이 불복 이유에 대하여 서면, 전자우편 또는 이에 준하는 방법으로 답변하여야 합니다. 다만, 회사는 15일 이내에 답변이 곤란한 경우 회원에게 그 사유와 처리일정을 통보합니다."
"제6장 청약철회, 계약 해제 · 해지 및 이용제한",제31조 (이용제한에 대한 이의신청 절차),3. 회사는 위 답변 내용에 따라 상응하는 조치를 취하여야 합니다.
제7장 손해배상 및 환불 등,제32조 (손해배상),"1. 회사가 고의 또는 중과실로 회원에게 손해를 끼친 경우, 손해에 대하여 배상할 책임이 있습니다."
제7장 손해배상 및 환불 등,제32조 (손해배상),"2. 회원이 본 약관을 위반하여 회사에게 손해를 끼친 경우, 회원은 회사에 대하여 그 손해에 대하여 배상할 책임이 있습니다."
제7장 손해배상 및 환불 등,제33조 (환불),"1. 회원이 직접 구매한 캐시의 환불을 요청하면 이를 환불 받을 수 있습니다. 환불 시에는 은행이체 및 결제대행 수수료 등의 사유로 현재 남아 있는 캐시 잔액의 10%이내 금액 또는 캐시잔액이 10,000원 이내인 경우에는 일정금액을 공제하고 남은 금액을 환불하여 드립니다. 일정금액을 공제하는 경우 공제 후 남은 금액이 공제금액보다 작은 경우에는 환불할 수 없습니다."
제7장 손해배상 및 환불 등,제33조 (환불),"2. 계속적 이용계약의 경우에는 상품가액에서 이용자가 이미 사용한 부분에 해당하는 금액(각 상품별 사용금액 산정기준은 상품 구매 시 별도 고지함)을 제외하고 남은 금액에서 남은 금액의 10% 이내 금액 또는 남은 금액이 10,000원 이내인 경우에는 일정금액을 공제한 후 나머지 금액을 환불해 드립니다. 일정금액을 공제하는 경우 공제 후 남은 금액이 공제금액보다 작은 경우에는 환불할 수 없습니다."
제7장 손해배상 및 환불 등,제33조 (환불),3. 현행법령 및 중대한 약관 위반 등 회원의 귀책사유로 이용계약을 해지하는 경우 환불이 제한될 수 있습니다.
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"1. 회사는 전시, 사변, 천재지변, 비상사태, 현재의 기술로는 해결이 불가능한 기술적 결함 기타 불가항력적 사유로 서비스를 제공할 수 없는 경우에는 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"2. 회사는 회원의 귀책사유로 인한 게임서비스의 중지, 이용장애 및 계약해지에 대하여 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제34조 (회사의 면책),3. 회사는 기간통신 사업자가 전기통신서비스를 중지하거나 정상적으로 제공하지 아니하여 회원에게 손해가 발생한 경우에 대해서 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다.
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"4. 회사는 사전에 공지된 게임서비스용 설비의 보수, 교체, 정기점검, 공사 등 부득이한 사유로 게임서비스가 중지되거나 장애가 발생한 경우에 대해서 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제34조 (회사의 면책),5. 회사는 회원의 컴퓨터 환경으로 인하여 발생되는 제반 문제 또는 회사의 고의 또는 중대한 과실이 없는 네트워크 환경으로 인하여 발생하는 문제에 대해서 책임이 면제됩니다.
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"6. 회사는 회원 또는 제3자가 게임서비스 내 또는 웹사이트 상에 게시 또는 전송한 정보, 자료, 사실의 신뢰도, 정확성 등의 내용에 대해서는 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다"
제7장 손해배상 및 환불 등,제34조 (회사의 면책),7. 회사는 회원 상호간 또는 회원과 제3자간에 게임서비스를 매개로 발생한 분쟁에 대해 개입할 의무가 없으며 이로 인한 손해를 배상할 책임도 없습니다.
제7장 손해배상 및 환불 등,제34조 (회사의 면책),8. 회사가 제공하는 게임서비스 중 무료서비스의 경우에는 회사의 고의 또는 중대한 과실이 없는 한 회사는 손해배상을 하지 않습니다.
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"9. 본 게임서비스 중 일부의 게임서비스는 다른 사업자가 제공하는 게임서비스를 통하여 제공될 수 있으며, 회사는 다른 사업자가 제공하는 게임서비스로 인하여 발생한 손해 등에 대해서는 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"10. 회사는 회원이 게임서비스를 이용하며 기대하는 캐릭터, 경험치, 아이템 등의 결과를 얻지 못하거나 상실한 것에 대하여 책임을 지지 않으며, 게임서비스에 대한 취사선택 또는 이용으로 발생한 손해 등에 대해서 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"11. 회사는 회원의 게임상 사이버 자산(게임머니), 등급/내공 손실에 대하여 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제34조 (회사의 면책),12. 회사는 회원의 컴퓨터 오류에 대한 손해가 발생한 경우 또는 신상정보 및 전자우편 주소를 부정확하게 미기재하여 손해가 발생한 경우에 대하여 회사의 고의 또는 중대한 과실이 없는 한 책임이 면제됩니다.
제7장 손해배상 및 환불 등,제34조 (회사의 면책),"13. 회사는 관련 법령, 정부 정책 등에 따라 게임서비스 또는 회원에 따라 게임서비스 이용시간 등을 제한할 수 있으며, 이러한 제한사항 및 제한에 따라 발생하는 게임서비스 이용 관련 제반사항에 대해서는 책임이 면제됩니다."
제7장 손해배상 및 환불 등,제35조 (회원의 고충처리 및 분쟁해결),1. 회사는 회원의 편의를 고려하여 회원의 의견이나 불만을 제시하는 방법을 게임 초기화면이나 게임서비스 홈페이지에서 안내합니다. 회사는 이러한 회원의 의견이나 불만을 처리하기 위한 전담조직을 운영합니다.
제7장 손해배상 및 환불 등,제35조 (회원의 고충처리 및 분쟁해결),"2. 회사는 회원으로부터 제기되는 의견이나 불만이 정당하다고 객관적으로 인정될 경우에는 합리적인 기간 내에 이를 신속하게 처리합니다. 다만, 처리에 장기간이 소요되는 경우에는 회원에게 장기간이 소요되는 사유와 처리일정을 게임서비스 홈페이지(www.lostsaga.com)에 공지하거나 전자우편, 전화 또는 서면으로 통보합니다."
제7장 손해배상 및 환불 등,제35조 (회원의 고충처리 및 분쟁해결),"3. 회사와 회원간에 분쟁이 발생하여 제3의 분쟁조정기관이 조정할 경우 회사는 이용제한 등 회원에게 조치한 사항을 성실히 증명하고, 조정기관의 조정에 따를 수 있습니다."
제7장 손해배상 및 환불 등,제36조 (회원에 대한 통지),"1. 회사가 회원에게 통지를 하는 경우 회원이 지정한 전자우편주소, 전자메모 등으로 할 수 있습니다."
제7장 손해배상 및 환불 등,제36조 (회원에 대한 통지),2. 회사는 회원 전체에게 통지를 하는 경우 7일 이상 회사의 게임사이트 초기화면에 게시하거나 팝업화면 등을 제시함으로써 제1항의 통지에 갈음할 수 있습니다.
제7장 손해배상 및 환불 등,제37조 (재판권 및 준거법),"본 약관은 대한민국 법률에 따라 규율 되고 해석되며, 회사와 회원간에 발생한 분쟁으로 소송이 제기되는 경우, 법령에 정한 절차에 따른 법원을 관할 법원으로 합니다."
